name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Cosy modern apartment + ROOFTOP,De Baarsjes - Oud-West,52.36715,4.85621,Entire home/apt,199,3,2,0.08,1,0
Cute Large Apartment best Location,Zuid,52.34604,4.86145,Entire home/apt,75,2,30,1.26,9,236
Cosy room in Amsterdam,De Baarsjes - Oud-West,52.36796,4.85398,Private room,75,5,1,0.04,2,0
Bright & cosy apartment in the center with balcony,Westerpark,52.387229999999995,4.88059,Entire home/apt,310,4,7,0.25,2,0
Atmospheric apartment close to city center,De Baarsjes - Oud-West,52.36922,4.85511,Entire home/apt,80,3,3,0.11,1,0
Floating dream apartment,Noord-West,52.40981,4.90155,Private room,70,2,99,3.57,1,7
"Luminous, cosy Apartment in Amsterdam West",Bos en Lommer,52.38055,4.85785,Entire home/apt,70,5,0,,1,0
Modern apartment with perfect kitchen and rooftop☀️,Bos en Lommer,52.378840000000004,4.85201,Entire home/apt,159,4,22,0.79,1,79
"A Cosy, Creatieve & Colorful Apartment in 'Oost'",Oud-Oost,52.36098,4.92575,Entire home/apt,90,4,9,0.42,1,0
85m2 in center/east Amsterdam with rooftop terrace,Oud-Oost,52.35256,4.91597,Entire home/apt,85,2,6,0.23,1,0
Cozy luxurious house in the heart of Amsterdam,De Baarsjes - Oud-West,52.36589,4.86713,Entire home/apt,134,2,0,,2,0
Spacious modern apartment in Amsterdam West,Slotervaart,52.368390000000005,4.83716,Entire home/apt,100,3,0,,1,0
Amsterdam Canal view Apartment (Prinsengracht),Centrum-Oost,52.36339,4.90155,Entire home/apt,170,2,21,0.73,1,0
Fully equipped room | NEAR CENTRAL STATION,Oostelijk Havengebied - Indische Buurt,52.37318,4.94329,Private room,60,2,76,2.7,1,27
Stylish ground floor apt | De Pijp,De Pijp - Rivierenbuurt,52.35572,4.88765,Entire home/apt,189,2,37,1.31,1,0
Spacious family loft in Amsterdam-Noord.,Oud-Noord,52.39004,4.93518,Entire home/apt,375,3,5,0.18,1,0
Comfort & Space close to Leidseplein & Vondelpark!,De Baarsjes - Oud-West,52.365,4.87588,Entire home/apt,140,3,2,0.07,1,0
Beautiful new apartment in city center,Oud-Oost,52.36472,4.9253800000000005,Entire home/apt,80,4,9,0.33,1,0
Beautiful studio by the canal,Centrum-Oost,52.36187,4.91,Entire home/apt,80,2,0,,1,0
Comfortable private room in shared apartment,Bos en Lommer,52.37843,4.85098,Private room,60,1,168,6.49,1,157
"Stylish, 55m2 apartment - ideal for citytrips",Oud-Oost,52.36005,4.9266,Entire home/apt,275,2,0,,1,0
Unique Water Villa!,Noord-West,52.41004,4.9023,Entire home/apt,250,2,18,0.83,1,0
Private one bedroom appartment in East (70m2),Oostelijk Havengebied - Indische Buurt,52.36244,4.93444,Entire home/apt,90,3,1,0.03,1,0
Fantastic bright appartment in De Pijp!,De Pijp - Rivierenbuurt,52.358109999999996,4.894,Entire home/apt,150,2,1,0.04,1,0
"My cosy vintage home,5 min.walk to Central station",Oud-Noord,52.38494,4.912730000000001,Private room,65,2,4,0.14,2,0
Authentic Dutch apartment with roof terrace!,De Pijp - Rivierenbuurt,52.34287,4.90981,Entire home/apt,95,2,11,0.39,1,0
Cozy and modern apartment in Amsterdam West,Bos en Lommer,52.3735,4.84275,Entire home/apt,275,4,15,0.54,1,8
Cozy ground floor apartment in Amsterdam Zuid,Buitenveldert - Zuidas,52.32602,4.87835,Entire home/apt,65,6,2,0.07,1,0
Amsterdam: Room with a view. Studio Black Jack.,Oud-Noord,52.39655,4.90496,Private room,125,2,27,0.96,1,0
The ideal place for two! (large apartment),Noord-West,52.40947,4.91573,Entire home/apt,120,3,0,,1,0
4BR LUXURY | FAMILY HOME | CITY CENTER | GARDEN,Centrum-Oost,52.35869,4.8972,Entire home/apt,475,3,17,0.61,4,0
Couple’s Getaway ★ Gorgeous Hideout ★ Balconybar ★,De Pijp - Rivierenbuurt,52.351290000000006,4.89649,Entire home/apt,97,2,9,0.34,1,0
Family home in green area in Amsterdam,Noord-West,52.415209999999995,4.90688,Entire home/apt,170,3,7,0.34,1,0
Modern apartment with a view over the Vondelpark,De Baarsjes - Oud-West,52.35682,4.85599,Entire home/apt,65,2,3,0.1,2,0
Cosy private room near park,Bos en Lommer,52.373470000000005,4.8477,Private room,55,2,40,1.43,2,0
"Stylish Apartment, Perfect Location",Oud-Oost,52.36288,4.92796,Entire home/apt,199,2,0,,1,364
Large private room close to park,De Baarsjes - Oud-West,52.37285,4.84961,Private room,75,3,8,0.32,2,0
Nice couple apartment near the Jordaan and centre,Westerpark,52.378009999999996,4.87493,Entire home/apt,110,2,2,0.07,1,0
Big room in Amsterdam City Centre,Centrum-West,52.36984,4.88859,Private room,99,2,3,0.11,1,0
Spacious beautiful apartment in city center,Centrum-Oost,52.36094,4.91028,Entire home/apt,300,3,1,0.04,2,0
"Amsterdam dichtbij centraal station, mooi uitzicht",Oud-Noord,52.3935,4.94234,Entire home/apt,69,2,21,0.74,1,0
Cosy studio in amsterdam - perfect for a city trip,Oud-Oost,52.35875,4.9073,Entire home/apt,150,2,15,0.58,1,0
Cozy apartment on Albert Cuypstraat in De Pijp,De Pijp - Rivierenbuurt,52.35731,4.89618,Entire home/apt,175,3,2,0.07,1,0
Cozy home with cat in Amsterdam north,Oud-Noord,52.39434,4.92581,Entire home/apt,100,3,16,0.57,1,0
Cozy and big apartment near the heart of Amsterdam,Slotervaart,52.348620000000004,4.8392,Entire home/apt,450,2,0,,1,0
Cosy apartment in the centre of Amsterdam,De Pijp - Rivierenbuurt,52.35365,4.902830000000001,Entire home/apt,100,4,7,0.25,1,0
Cozy apartment 15 minutes to Amsterdam CS,Geuzenveld - Slotermeer,52.38404,4.83407,Entire home/apt,75,3,15,0.54,1,4
"Cozy, modern apartment in Amsterdam with doublebed",Bos en Lommer,52.38241,4.85364,Entire home/apt,75,2,1,0.04,1,0
"Private, Bright, and Quiet Base for AMS Adventure",Centrum-Oost,52.37117,4.92068,Entire home/apt,113,2,21,0.75,1,0
Cosy & comfy apartment Near City Center,De Baarsjes - Oud-West,52.36229,4.87108,Private room,70,2,0,,2,0
Cosy & Comfy apartment near City-Center,De Baarsjes - Oud-West,52.36063,4.86961,Private room,80,2,0,,2,0
Modern apartment with (sunny) garden,De Baarsjes - Oud-West,52.37144,4.84721,Entire home/apt,116,4,19,0.68,1,19
Modern bright & cosy Amsterdam home near station,Watergraafsmeer,52.34033,4.9137,Entire home/apt,58,3,10,0.35,1,106
Groundfloor apartment for 4 people in hip area!,Oostelijk Havengebied - Indische Buurt,52.36396,4.93421,Entire home/apt,100,2,6,0.24,1,0
"Dutch design apartment in central, cosy & hip area",Westerpark,52.388870000000004,4.88806,Entire home/apt,100,4,11,0.39,1,0
Private room in a rooftop design apartment,Oostelijk Havengebied - Indische Buurt,52.36288,4.9320900000000005,Private room,25,1,10,0.37,1,0
Cozy apartment in a hip Amsterdam neighbourhood,De Baarsjes - Oud-West,52.37154,4.85217,Entire home/apt,100,2,2,0.07,2,0
"Cozy, self-contained, private room in Oud-Zuid",Zuid,52.35096,4.85428,Private room,98,10,2,0.07,1,0
Lovely big sunny apartment in between the canals,Centrum-Oost,52.360040000000005,4.89499,Entire home/apt,250,3,0,,1,1
Stylish appartement / Westerpark,Bos en Lommer,52.38351,4.8586599999999995,Entire home/apt,140,2,5,0.18,1,0
Spacious 3 floor 150m2+ apt with 2 terraces,Slotervaart,52.34892,4.83258,Entire home/apt,104,4,9,0.32,2,11
Cozy Park Apartment with Balcony,Westerpark,52.39034,4.87774,Entire home/apt,90,4,4,0.14,1,0
"Beautiful, Cozy, Spacious Canal Flat - location!",Centrum-West,52.3722,4.88077,Entire home/apt,210,5,21,0.74,1,24
Apartment with garden near Oosterpark!,Oostelijk Havengebied - Indische Buurt,52.36121,4.93661,Entire home/apt,180,2,5,0.17,1,0
Cozy bright Double/Twin room in Amsterdam,Bos en Lommer,52.37758,4.83945,Private room,39,1,2,0.07,1,0
"Spacious, Bright & Modern @hip West & Vondelpark!",De Baarsjes - Oud-West,52.36145,4.8666599999999995,Entire home/apt,140,3,6,0.21,1,0
luxurious Amsterdam apartment,De Aker - Nieuw Sloten,52.347429999999996,4.8022800000000005,Entire home/apt,95,5,0,,1,0
A cosy apartment in the ever charming area De Pijp,De Pijp - Rivierenbuurt,52.35522,4.90158,Entire home/apt,65,2,0,,1,0
HOSTED Lux 4 persons Loft @ hip city centre spot,Centrum-Oost,52.37017,4.92432,Private room,350,2,13,0.52,2,0
Luxurious Modern Studio in De Pijp,De Pijp - Rivierenbuurt,52.35539,4.89075,Entire home/apt,100,6,0,,2,0
Beautiful Canal View Loft - City Center,Centrum-West,52.37526,4.88241,Entire home/apt,250,2,5,0.18,1,132
Cosy double room with view of garden,Bos en Lommer,52.37791,4.8386,Private room,99,2,0,,1,0
ruim appartement met unieke zonnige tuin,De Pijp - Rivierenbuurt,52.341029999999996,4.89839,Entire home/apt,75,5,5,0.18,1,0
Lovely house in hip & historical Amsterdam Noord,Oud-Noord,52.38817,4.92625,Entire home/apt,90,3,1,0.04,1,0
Luxurious apartment with stunning lake view,Slotervaart,52.37003,4.831869999999999,Entire home/apt,125,1,1,0.04,1,0
Bed and Bike Jordaan - Luxury for a family!,Centrum-West,52.38087,4.89211,Entire home/apt,215,2,144,5.48,1,92
Attic apartment in Amsterdam's coolest area,Oud-Oost,52.36268,4.92891,Entire home/apt,130,3,17,0.6,1,94
Relaxed & lofty apartment with beautiful views,De Baarsjes - Oud-West,52.371159999999996,4.8615699999999995,Entire home/apt,200,2,2,0.13,1,0
Spacious modern apartment with large roof terrace,Oud-Oost,52.35725,4.92692,Entire home/apt,190,1,4,0.14,1,0
Cosy apartment with rooftop (2 bedrooms),De Pijp - Rivierenbuurt,52.34315,4.9025,Entire home/apt,220,2,12,0.47,2,1
Cozy apartment in Amsterdam with a sunny balcony,De Baarsjes - Oud-West,52.36173,4.85459,Entire home/apt,125,2,1,0.04,1,0
Luxurious canal-facing apartment central Amsterdam,Centrum-Oost,52.37106,4.9113,Entire home/apt,130,1,33,1.18,1,0
"Friendly, Cozy and spacious close to city centre!",De Baarsjes - Oud-West,52.37361,4.86075,Entire home/apt,125,3,4,0.15,1,0
Spectaculair familyhouse with stunning views,IJburg - Zeeburgereiland,52.35814,5.00088,Entire home/apt,350,5,1,0.64,1,16
"Cool, Cozy and Comfortable @the heart of the Pijp!",De Pijp - Rivierenbuurt,52.3493,4.89516,Entire home/apt,136,3,5,0.18,1,0
Lovely apt. in Amsterdam,De Baarsjes - Oud-West,52.37267,4.851369999999999,Entire home/apt,120,3,4,0.19,1,0
HUGE apartment for couples - Near popular Vondelpark,Zuid,52.35395,4.85301,Entire home/apt,99,2,8,0.29,1,0
Cosy and trendy apt. near A'dam Rai with terrace!,De Pijp - Rivierenbuurt,52.34025,4.90316,Entire home/apt,99,3,1,0.04,1,0
Just a perfect cabin near the water,Noord-West,52.40395,4.90337,Private room,125,2,64,2.58,1,266
Luxurious 2 bedroom apartment - Vibrant location,De Pijp - Rivierenbuurt,52.35216,4.8962900000000005,Entire home/apt,182,2,7,0.25,1,0
Nice Apartment next to Vondel Park and city centre,Zuid,52.35783,4.85124,Entire home/apt,70,6,0,,1,0
Light appartment close to Amsterdam,Watergraafsmeer,52.34317,4.95469,Entire home/apt,120,5,0,,1,0
Large luxurious apartment Canal View,Centrum-West,52.3709,4.8840900000000005,Entire home/apt,450,2,13,0.56,1,132
Very cosy and light appartement,Centrum-Oost,52.37008,4.9001,Entire home/apt,145,3,16,0.58,1,0
Cosy & luxe canal apartment in the city center,De Baarsjes - Oud-West,52.3703,4.85883,Private room,86,1,3,0.11,1,0
Charming apartment in trendy central area,De Pijp - Rivierenbuurt,52.3534,4.89538,Entire home/apt,390,3,0,,1,0
Luxury & spacious apartment Amsterdam City Centre,De Baarsjes - Oud-West,52.36251,4.86629,Entire home/apt,250,1,5,0.18,1,0
2-pers private bedroom next to Vondelpark,Zuid,52.35458,4.856730000000001,Private room,250,2,3,0.11,2,27
Cozy room in Amsterdam,Geuzenveld - Slotermeer,52.37812,4.80018,Private room,31,1,2,0.08,1,0
"Nice, 2-bedroom apartment close to Vondelpark!",De Baarsjes - Oud-West,52.362359999999995,4.85272,Entire home/apt,170,3,0,,1,0
Sensational & homely apartment in De Pijp!,De Pijp - Rivierenbuurt,52.35461,4.88934,Private room,90,2,39,1.43,1,47
Beautiful 2 story apartment on prime location,De Baarsjes - Oud-West,52.36114,4.86765,Entire home/apt,130,3,9,0.33,1,0
Home for 2-3 people who want to live like locals.,Zuid,52.35305,4.85193,Entire home/apt,110,2,12,0.57,1,0
Authentic appartment near Albert Cuyp-market,De Pijp - Rivierenbuurt,52.35577,4.89615,Entire home/apt,150,2,8,0.29,1,0
"Beautiful, spaciest,modern city center apartment",De Baarsjes - Oud-West,52.3636,4.86712,Entire home/apt,280,3,4,0.15,1,0
Bright Apartment in Quiet Area of City Center,Centrum-Oost,52.3706,4.91266,Entire home/apt,150,3,2,0.07,1,46
Perfect apt to start discovering Amsterdam,Zuid,52.34714,4.86067,Entire home/apt,80,3,1,0.04,1,0
Spacious 2 Bedroom Apartment in Central Amsterdam,Westerpark,52.38211,4.87575,Entire home/apt,215,3,1,0.04,2,0
Bright & spacious two story Amsterdam apartment,De Pijp - Rivierenbuurt,52.34133,4.905069999999999,Entire home/apt,125,1,0,,1,0
Clean modern apartment in vibrant De Pijp district,De Pijp - Rivierenbuurt,52.35233,4.90132,Entire home/apt,200,3,0,,3,0
Quality stay in an AUTHENTIC FARMHOUSE near Amstel,Watergraafsmeer,52.350570000000005,4.91951,Hotel room,190,2,10,0.73,19,328
Knus tuinhuisje.,De Pijp - Rivierenbuurt,52.34361,4.91172,Private room,50,1,0,,1,0
Lovely Apt & Sunny Roof Terrace in Hip A'dam East,Oostelijk Havengebied - Indische Buurt,52.364,4.93933,Entire home/apt,160,4,4,0.14,2,0
Stylish appartment in city center with canalview,Centrum-West,52.37138,4.87688,Entire home/apt,145,3,2,0.07,1,0
Beautiful apartment for 4 in A'dam (20min from CS),Gaasperdam - Driemond,52.29699,4.97198,Private room,70,3,94,3.81,2,86
"Lovely apartment, perfectly located in “de Pijp”",De Pijp - Rivierenbuurt,52.351290000000006,4.90027,Entire home/apt,179,2,24,0.84,1,2
Quality stay in an AUTHENTIC FARMHOUSE near Amstel,Watergraafsmeer,52.35096,4.920059999999999,Hotel room,190,2,10,0.38,19,1
Quality stay in an AUTHENTIC FARMHOUSE near Amstel,Watergraafsmeer,52.35031,4.9206,Hotel room,190,2,17,0.73,19,312
Quality stay in an AUTHENTIC FARMHOUSE near Amstel,Watergraafsmeer,52.35076,4.92124,Hotel room,190,2,28,1.04,19,307
Clean and Modern **Couples Retreat*,Slotervaart,52.36326,4.83944,Entire home/apt,95,3,18,0.64,1,0
Great artful studio with free parking space,Oostelijk Havengebied - Indische Buurt,52.37409,4.94568,Entire home/apt,99,2,0,,1,0
"Brand new apartment, central, trendy location",Centrum-West,52.386590000000005,4.88871,Entire home/apt,120,2,11,0.7,2,0
"New, central, Smeg apartment!",Westerpark,52.38879,4.88706,Entire home/apt,120,2,22,0.79,2,0
Beautiful apartment near center of Amsterdam!!,De Baarsjes - Oud-West,52.36209,4.86704,Entire home/apt,250,3,29,1.04,1,61
Spacious Luxury Apartment in the buzzing Pijp area,De Pijp - Rivierenbuurt,52.355090000000004,4.90341,Entire home/apt,200,2,29,1.04,1,0
80m2 appartement in the center of Amsterdam,Centrum-West,52.37393,4.8782,Entire home/apt,160,3,15,0.54,1,0
Cosy & Charming apartment with all modern comforts,De Baarsjes - Oud-West,52.37399,4.86106,Entire home/apt,140,2,18,0.64,1,4
Super appartement in Amsterdam,IJburg - Zeeburgereiland,52.374179999999996,4.96368,Entire home/apt,80,3,29,1.04,1,12
"Bestevaerstraat, Amsterdam",De Baarsjes - Oud-West,52.37352,4.8589,Private room,75,2,0,,1,0
Luxury studio apartment on a brand new houseboat.,Bos en Lommer,52.38026,4.86181,Private room,129,2,35,1.25,1,354
Cozy apartment in Amsterdam West - BoLo,Bos en Lommer,52.38061,4.85,Entire home/apt,140,2,5,0.21,1,0
Private Room in Designer Apartment,Westerpark,52.37764,4.8722900000000005,Private room,95,2,3,0.11,1,0
Lichte nieuwbouwmaisonette Zeeburg/Amsterdam Oost,IJburg - Zeeburgereiland,52.37454,4.96622,Entire home/apt,200,1,2,0.07,1,0
"Sunny appartment in cosy, green side of Amsterdam",Bos en Lommer,52.37802,4.8563,Entire home/apt,50,2,16,0.56,1,0
Luxury cozy place 5 min from center incl parking,Oostelijk Havengebied - Indische Buurt,52.3719,4.93536,Entire home/apt,180,3,7,0.53,1,151
Bohemian apartment for 2,Geuzenveld - Slotermeer,52.3794,4.82791,Entire home/apt,90,3,13,0.49,1,0
Cozy Baarsjes appartment near Vondelpark,De Baarsjes - Oud-West,52.3611,4.8547,Entire home/apt,150,4,11,0.39,1,0
Cozy Apartment Amsterdam near city center -BALCONY,De Baarsjes - Oud-West,52.36824,4.87344,Entire home/apt,170,3,8,0.29,1,0
"Private studio Amsterdam, own entrance",Noord-West,52.40318,4.92124,Private room,70,1,4,0.15,1,0
Charming attic appartment opposite central station,Centrum-Oost,52.37406,4.90156,Shared room,100,5,2,0.07,1,0
"Cosy, quiet and light apartment",Bos en Lommer,52.37795,4.85721,Entire home/apt,125,2,17,0.63,1,0
Cosy minimalistic apartment in The Pijp,De Pijp - Rivierenbuurt,52.35443,4.90149,Entire home/apt,80,3,0,,1,0
Canal view apartment | City centre | Balcony,Centrum-Oost,52.36165,4.9046199999999995,Entire home/apt,157,2,21,0.89,1,1
Beautiful brand new apartment in city Centre,De Pijp - Rivierenbuurt,52.356429999999996,4.89559,Entire home/apt,110,2,27,0.96,1,0
Single room in pretty Amsterdam canal apartment,Centrum-West,52.37621,4.882569999999999,Private room,80,1,23,0.91,1,4
Trendy 2 person apartment in Amsterdam de Baarsjes,De Baarsjes - Oud-West,52.36719,4.84984,Entire home/apt,125,2,10,0.36,1,0
Jordaan State Monumument house,Centrum-West,52.37872,4.882969999999999,Entire home/apt,250,2,24,0.85,1,0
Comfortable room in Amsterdam,Oostelijk Havengebied - Indische Buurt,52.361940000000004,4.94576,Private room,249,1,0,,1,0
Spacious Modern Home| Trendy Area | Balcony!,Oud-Noord,52.3988,4.9054,Private room,120,2,72,2.58,1,0
"Bright,charming  and new appartment in Amsterdam",Oostelijk Havengebied - Indische Buurt,52.36295,4.94085,Entire home/apt,99,2,3,0.15,2,0
Stylish apartment in Oud-West,De Baarsjes - Oud-West,52.36421,4.86722,Entire home/apt,150,2,12,0.58,1,7
Beautiful apartment in Centre Amsterdam southeast,Gaasperdam - Driemond,52.29632,4.97546,Entire home/apt,42,1,1,0.04,1,0
Spacious apartment Amsterdam  museum/centre/vondel,Zuid,52.3517,4.87932,Entire home/apt,190,2,5,0.2,1,0
Romantic Boathouse including hot tub,Oostelijk Havengebied - Indische Buurt,52.37316,4.94433,Private room,115,2,95,3.41,1,343
Old and cosy tiny house close to the center,Oud-Noord,52.39032,4.9094,Entire home/apt,140,5,3,0.14,1,0
Stylish two-story home overlooking Amstel river,Oud-Oost,52.349779999999996,4.91343,Entire home/apt,199,2,9,0.32,1,0
Traditional Dutch house with fireplace,Noord-West,52.41516,4.89187,Entire home/apt,90,10,0,,1,0
Cozy room near the centre of Amsterdam |1-2P|,Oud-Oost,52.358259999999994,4.91683,Private room,50,2,2,0.07,1,0
Cozy bedroom with balcony in A'Dam EAST,Watergraafsmeer,52.35303,4.94254,Private room,60,2,77,2.76,1,0
Luxury Apart. (90m2) in beautiful area Amsterdam,De Baarsjes - Oud-West,52.37344,4.86008,Entire home/apt,125,3,0,,1,0
Lovely room in shared apartment,Bos en Lommer,52.372840000000004,4.84693,Private room,70,4,32,1.15,1,0
Beautifull decorated appartment,Bos en Lommer,52.37546,4.85837,Entire home/apt,140,3,4,0.14,1,0
Authentic Amsterdam Apartment,De Baarsjes - Oud-West,52.36802,4.87062,Entire home/apt,75,2,0,,1,0
Cozy and quiet city center apartment,Centrum-Oost,52.3697,4.91475,Entire home/apt,150,1,18,0.64,1,0
"Quiet, Comfy with balcony & roof terrace @the PIJP",De Pijp - Rivierenbuurt,52.35477,4.89112,Entire home/apt,140,7,11,0.44,1,0
Houseboat on the Amstel River,Oud-Oost,52.35132,4.9113,Private room,185,2,133,4.78,1,195
Bright 1930s home + two free bikes!,Oud-Noord,52.39376,4.92661,Entire home/apt,120,3,23,0.82,1,0
"Spacious apartment in Amsterdam West, de Baarsjes",De Baarsjes - Oud-West,52.37148,4.85342,Entire home/apt,125,1,24,1.13,1,0
Amsterdam,Bos en Lommer,52.384679999999996,4.85659,Entire home/apt,103,3,9,0.32,1,0
Spacious apartment in Amsterdam North,Noord-Oost,52.39689,4.93165,Entire home/apt,99,2,13,0.49,1,61
Room in comfy 2 floor apartment with roof terrace,Westerpark,52.37875,4.87558,Private room,199,2,4,0.22,2,0
Canal apartment 17th Century + roof terrace,Centrum-Oost,52.36288,4.89578,Private room,225,2,0,,2,311
Spacious apartment with garden close to center,De Baarsjes - Oud-West,52.367509999999996,4.85025,Private room,115,15,96,3.44,1,0
