name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Authentic groundfloor studio loft apartment east,Oud-Oost,52.35595,4.92526,Private room,89,2,184,6.33,1,339
Lovely appartment near the city centre,De Baarsjes - Oud-West,52.37131,4.85856,Entire home/apt,74,2,17,0.61,1,15
Bright and trendy apartment in bubbling East!,Oud-Oost,52.357040000000005,4.91897,Entire home/apt,119,3,3,0.11,2,0
"Lovely appartment in West Area, next to Westerpark",Bos en Lommer,52.38467,4.85886,Entire home/apt,120,4,0,,1,0
Newly renovated apartment in hip & local district,De Baarsjes - Oud-West,52.37024,4.8493900000000005,Entire home/apt,130,2,7,0.24,1,0
Gorgeous apartment facing the canal,Centrum-Oost,52.35994,4.8957,Entire home/apt,200,10,4,0.14,2,0
Relaxing Apartement close to RAI & De Pijp,De Pijp - Rivierenbuurt,52.34147,4.896059999999999,Entire home/apt,120,2,8,0.27,1,0
"Beautiful, sunny & cosy apt. close to everything!",Zuid,52.34733,4.86764,Entire home/apt,140,1,18,0.61,1,0
"Bright, new studio 9 minutes from city centre!",Watergraafsmeer,52.33876,4.92011,Entire home/apt,139,6,6,0.27,1,0
Stylish & spacious apartment in heart of Jordaan,Centrum-West,52.372370000000004,4.8819,Private room,135,3,2,0.13,2,107
"Cosy and well equiped studio in ""De Pijp""",De Pijp - Rivierenbuurt,52.355909999999994,4.89475,Entire home/apt,109,4,8,0.28,1,0
Entire Appartment in the heart of Amsterdam,Centrum-West,52.37743,4.89199,Entire home/apt,135,5,2,0.07,1,0
Bright and comfy flat in hip Oost Amsterdam!,Oostelijk Havengebied - Indische Buurt,52.36419,4.93208,Entire home/apt,100,3,16,0.58,1,0
NEW: Modern & Bright APT @ AMS Old-West w Balcony!,De Baarsjes - Oud-West,52.361340000000006,4.85243,Entire home/apt,95,3,7,0.25,1,4
Beautiful apartment in West for two,De Baarsjes - Oud-West,52.36668,4.87611,Entire home/apt,105,3,2,0.07,1,0
Beautiful private apartment near the Jordaan | 2P,Westerpark,52.37605,4.87531,Entire home/apt,150,2,16,0.57,1,0
Canal Apartment in City Centre Amsterdam,Centrum-West,52.37697,4.89153,Entire home/apt,281,1,16,0.54,1,364
lovely apartment Amsterdam West,De Baarsjes - Oud-West,52.37399,4.86089,Entire home/apt,150,2,16,0.54,1,73
"Very clean, central apartment with fast wifi",Centrum-West,52.376000000000005,4.893330000000001,Entire home/apt,350,2,30,1.02,1,172
Spacious bedroom in beautiful central apartment,Oud-Noord,52.3922,4.91365,Private room,56,1,1,0.28,1,0
Maritime Museum House,Centrum-Oost,52.369890000000005,4.91407,Entire home/apt,540,3,16,0.57,1,14
Appartment (55m2) in the east of Amsterdam,Oud-Oost,52.35414,4.92355,Entire home/apt,200,2,8,0.3,1,0
Wonderfull appartment in city centre,Westerpark,52.37696,4.87667,Entire home/apt,200,2,28,0.96,1,0
Stylish & spacious apartment close to Jordaan,Westerpark,52.37438,4.87251,Entire home/apt,145,2,1,0.04,1,0
Comfortable studio for two with great view!,Bos en Lommer,52.37641,4.8455699999999995,Entire home/apt,53,2,27,0.92,1,0
Cosy & Modern 4 persons luxurious APT | Next to CITY CENTRE,Westerpark,52.387240000000006,4.88049,Entire home/apt,195,2,24,0.83,1,25
Small cosy studio. special price march,Geuzenveld - Slotermeer,52.378640000000004,4.810980000000001,Hotel room,58,3,106,3.96,2,3
"Spacious, bright apt in trendy east Amsterdam",Oostelijk Havengebied - Indische Buurt,52.36078,4.93778,Entire home/apt,90,2,24,0.85,2,0
Bright & cozy apartment with lovely garden,De Baarsjes - Oud-West,52.37057,4.85157,Entire home/apt,129,4,2,0.07,1,0
Cosy apartment to recharge & relax,De Baarsjes - Oud-West,52.367909999999995,4.85354,Entire home/apt,105,5,23,0.8,1,0
Fantastic hidden gem Amsterdam West,De Baarsjes - Oud-West,52.37133,4.8625300000000005,Entire home/apt,150,2,2,0.07,2,0
Unique Houseboat in the City Centre of Amsterdam,Centrum-West,52.37748,4.8789,Entire home/apt,140,5,6,0.21,1,0
Beautiful apartment in “de pijp”,De Pijp - Rivierenbuurt,52.3534,4.89521,Entire home/apt,129,3,0,,1,0
Entire apartment in the Pijp,De Pijp - Rivierenbuurt,52.35638,4.90444,Entire home/apt,270,21,0,,1,0
50 m2 Apartment in de Pijp (Heineken museum area),De Pijp - Rivierenbuurt,52.356390000000005,4.894769999999999,Entire home/apt,150,2,0,,1,0
Houseboat studio with private bathroom and kitchen,Zuid,52.34185,4.84887,Private room,89,1,154,5.5,1,0
Cosy and sunny apartment in the Pijp.,De Pijp - Rivierenbuurt,52.354409999999994,4.901730000000001,Entire home/apt,125,2,13,0.45,1,0
Charming apartment with view on Vondelpark,De Baarsjes - Oud-West,52.358509999999995,4.8615900000000005,Entire home/apt,150,2,0,,1,0
Spacious apartment with garden,Oostelijk Havengebied - Indische Buurt,52.363,4.94151,Entire home/apt,110,3,12,0.45,2,0
Oosterpark Apartment,Oud-Oost,52.360479999999995,4.92359,Entire home/apt,165,2,42,1.46,2,172
Cozy & bright apartment close to Vondelpark | 2P,Zuid,52.34768,4.85931,Entire home/apt,120,2,2,0.07,1,0
Spacious & Stylish Family Home (110m2),Zuid,52.348279999999995,4.84975,Entire home/apt,100,2,3,0.1,1,0
"Charming 17th century apartment, top location!",Centrum-Oost,52.37225,4.90244,Entire home/apt,160,3,10,0.36,1,0
"Design apartment - Museum quarter, Vondelpark, RAI",Zuid,52.34791,4.87896,Entire home/apt,250,3,7,0.25,1,108
Beautiful comfortable apartment nearby city centre,Bos en Lommer,52.38393,4.85723,Entire home/apt,200,2,6,0.21,1,0
Cozy apartment near Westerpark,Bos en Lommer,52.37723,4.85919,Entire home/apt,63,7,0,,1,0
"Spacious, design family home with parking",Oostelijk Havengebied - Indische Buurt,52.37424,4.94612,Entire home/apt,599,5,0,,1,363
Small room with double bed located near Centre,Oud-Oost,52.35687,4.91694,Private room,35,2,12,0.43,1,0
Van OldenBnB - just one block from the Jordaan!,Westerpark,52.37677,4.8756,Private room,174,1,123,4.32,1,219
Great stylish apartment in Jordaan!,Westerpark,52.38016,4.86921,Entire home/apt,139,4,5,0.26,1,0
"Modern, Spacious & Fabulously lit home in de Pijp",De Pijp - Rivierenbuurt,52.35614,4.89635,Entire home/apt,200,3,3,0.11,1,0
"Lovely, sunny flat for rent in the Transvaalbuurt",Oud-Oost,52.3533,4.91836,Entire home/apt,140,3,15,0.53,1,47
"Modern & Bright, 2BRM + Canal View @Jordaan area",Westerpark,52.38084,4.87831,Entire home/apt,160,4,12,0.43,1,21
Studio inn,Centrum-West,52.37827,4.88774,Entire home/apt,95,1,28,0.95,1,0
Amsterdam west binnen de ring,Bos en Lommer,52.37562,4.86196,Entire home/apt,180,3,27,0.94,1,0
"Characteristic cottage in Amsterdam, large garden",De Aker - Nieuw Sloten,52.34053,4.79409,Entire home/apt,160,2,1,0.15,2,36
Very cool & quaint 3-story home and roof terrace,Centrum-West,52.37236,4.87863,Entire home/apt,325,2,31,1.2,1,7
Artis Zoo Studio,Centrum-Oost,52.364709999999995,4.92088,Hotel room,100,2,5,0.34,21,309
"Stylish, light and spacious apt. with balcony",Zuid,52.3517,4.8476,Entire home/apt,149,25,12,0.43,1,0
Friendly home with hammock & rooftop terrace,De Baarsjes - Oud-West,52.35901,4.85122,Entire home/apt,250,3,5,0.18,1,0
BOAT apartment 2-4 pers. Free parking en Bikes,De Pijp - Rivierenbuurt,52.33351,4.90068,Private room,99,2,174,6.01,1,281
Gorgeous and spacious apartment in Amsterdam South,De Pijp - Rivierenbuurt,52.34049,4.90585,Entire home/apt,250,2,42,1.44,1,5
Apartment with a view,Oud-Oost,52.35755,4.90828,Entire home/apt,85,4,12,0.41,1,0
CENTRAL APARTMENT BETWEEN DAM AND MUSEUMS KLS,Centrum-Oost,52.363620000000004,4.8827300000000005,Entire home/apt,500,1,24,0.82,4,362
Beautiful Light Stylish Loft - Perfect Location!,De Pijp - Rivierenbuurt,52.35405,4.895980000000001,Entire home/apt,100,3,4,0.14,1,0
Sunny & Bright Apt | BALCONY | Urban Area,De Pijp - Rivierenbuurt,52.3418,4.90754,Entire home/apt,110,2,6,0.23,1,0
Luxurious apartment near Vondelpark!,Zuid,52.35295,4.84791,Entire home/apt,149,1,12,0.43,3,0
A warm family home in the centre of Amsterdam,Centrum-Oost,52.36225,4.89366,Entire home/apt,190,1,24,0.85,1,0
2 persons APT| Amsterdam's green area - Westerpark,Westerpark,52.38485,4.87162,Entire home/apt,150,2,25,0.89,1,0
Jordaan Amsterdam Center Canal Flat Private Garden,Centrum-West,52.38019,4.88068,Entire home/apt,101,1,6,0.21,1,16
Room in amazing location,Buitenveldert - Zuidas,52.33435,4.8704,Private room,100,1,30,1.22,2,90
Top location 4 bedroom spacious  (140m2) apartment,Watergraafsmeer,52.35313,4.92424,Entire home/apt,195,5,6,0.27,1,7
Apartment with an amazing view in city center,Westerpark,52.375170000000004,4.87246,Entire home/apt,225,3,16,0.54,5,134
Spacious apt for 2 PERSONS - NEAR CITY CENTRE,Oud-Oost,52.36183,4.93184,Entire home/apt,175,2,7,0.25,1,0
Luxury apartment on ground floor with garden,De Pijp - Rivierenbuurt,52.351440000000004,4.8996699999999995,Entire home/apt,175,3,8,0.29,1,0
Private Bedroom in Stylish house in superb area,De Baarsjes - Oud-West,52.368629999999996,4.86145,Private room,50,2,1,0.04,2,0
Unique house with garden in the city center,De Baarsjes - Oud-West,52.36927,4.86258,Entire home/apt,99,3,10,0.4,1,0
Stunning apt for 2 or 4 persons - Near CITY CENTRE,De Baarsjes - Oud-West,52.37454,4.86267,Entire home/apt,160,2,6,0.21,1,0
Great apartment in trendy East Amsterdam,Oud-Oost,52.35942,4.92643,Entire home/apt,100,2,12,0.42,1,0
Amsterdam Family house,Noord-West,52.41676,4.88555,Entire home/apt,99,1,24,1.05,2,38
Amsterdam Apartment with balcony,Oostelijk Havengebied - Indische Buurt,52.362590000000004,4.940230000000001,Entire home/apt,85,3,20,0.69,1,0
Apartment Noord,Oud-Noord,52.38666,4.91899,Entire home/apt,120,1,5,0.2,1,0
"Private room in East of Ams, good connection.",Oud-Oost,52.36492,4.929069999999999,Private room,80,1,3,0.1,2,0
Central Bedroom with Great View!,Centrum-Oost,52.37415,4.9065199999999995,Private room,125,1,0,,2,0
Cosy flat ideally located in De Pijp,De Pijp - Rivierenbuurt,52.34981,4.89452,Entire home/apt,130,1,0,,1,0
Room in de Pijp,De Pijp - Rivierenbuurt,52.35502,4.90105,Private room,46,15,0,,1,0
* Lovely Studio with Private Bathroom & Terrace *,De Aker - Nieuw Sloten,52.343720000000005,4.80503,Private room,100,2,35,1.24,1,60
"Well located/ big apartment, near area ""de Pijp""",De Pijp - Rivierenbuurt,52.34895,4.90525,Entire home/apt,150,2,0,,1,0
Cozy apartment in Amsterdam Oost,Oostelijk Havengebied - Indische Buurt,52.36368,4.9381900000000005,Entire home/apt,175,3,4,0.14,1,0
Amsterdam 170m2 family house,Noord-Oost,52.38908,4.95819,Entire home/apt,150,2,2,0.07,1,0
Renovated apartment in De Pijp (the Pipe),De Pijp - Rivierenbuurt,52.35143,4.89154,Entire home/apt,125,4,1,0.04,1,0
Peaceful city oasis: Private room + garden,Bos en Lommer,52.38861,4.8465300000000004,Private room,75,2,0,,2,0
Lovely comfortable ground floor apartment + garden,Zuid,52.35208,4.84589,Entire home/apt,90,3,9,0.31,1,0
Luxury family apartment Amsterdam,Centrum-West,52.37008,4.89314,Entire home/apt,275,3,34,1.19,1,0
Room in Canal Apartment in City Center,Centrum-West,52.370329999999996,4.87721,Private room,90,3,1,0.05,1,0
Apartment with terrace in quiet street in Centre!,Centrum-West,52.37464,4.89147,Private room,195,3,26,0.93,2,228
Light and spacious apartment with roof terrace,De Baarsjes - Oud-West,52.36138,4.8665,Entire home/apt,300,2,9,0.32,2,0
Experience sleeping with the Art,De Pijp - Rivierenbuurt,52.35714,4.89314,Entire home/apt,149,2,0,,1,0
Charming room in Amsterdam East,Oud-Oost,52.35669,4.92272,Private room,75,4,61,2.11,1,0
Great apartment to celebrate your Christmas,De Baarsjes - Oud-West,52.36735,4.85936,Entire home/apt,100,3,1,0.04,1,0
Amsterdam's Adventure Couch,Slotervaart,52.35706,4.83509,Shared room,30,1,151,5.25,1,0
Rijnstraat Amsterdam,De Pijp - Rivierenbuurt,52.34166,4.9054199999999994,Private room,40,1,0,,1,0
Cozy room in Spacious apartment near Center,Westerpark,52.38411,4.87717,Private room,101,2,16,0.55,1,0
The Blue Villa,Noord-Oost,52.407140000000005,4.93473,Entire home/apt,250,2,0,,1,0
Entire ground floor apartment city center,De Pijp - Rivierenbuurt,52.35248,4.90348,Entire home/apt,120,5,4,0.14,1,0
Lovely family house with garden and free parking!,Noord-West,52.409859999999995,4.88776,Entire home/apt,90,4,1,0.03,1,0
Large Trendy City Apartment,Oud-Noord,52.39741,4.91484,Entire home/apt,120,3,13,0.47,1,0
Luxurious Amsterdam Suite apartment,Centrum-Oost,52.36459,4.90965,Entire home/apt,250,2,0,,2,365
"Bright & Comfortable @ hip area ""Old West""",De Baarsjes - Oud-West,52.368390000000005,4.852,Entire home/apt,125,3,3,0.11,1,4
Cozy monumental apartment nearby City Centre | 2P,De Baarsjes - Oud-West,52.36975,4.84871,Entire home/apt,100,3,3,0.11,1,0
Cosy room in large Apartment,Zuid,52.350159999999995,4.8564099999999994,Private room,75,1,4,0.14,2,0
New apartment in city centre of Amsterdam!,Centrum-West,52.37243,4.88026,Entire home/apt,120,3,31,1.07,1,0
"Beautiful, cosy room/flat in Jordaan",Centrum-West,52.37271,4.87931,Private room,52,3,0,,1,0
"Cozy, Small Private Room Near Center",Westerpark,52.38197,4.87789,Private room,52,2,100,3.49,2,0
The  Good Breath of the North - Home,Noord-Oost,52.4065,4.93124,Private room,35,15,0,,2,0
Comfortable apartment in upcoming Oost area!,Oud-Oost,52.35198,4.91836,Entire home/apt,125,3,9,0.32,1,0
Amsterdam,De Baarsjes - Oud-West,52.36988,4.87113,Entire home/apt,140,2,13,0.81,1,0
Prinsengracht Canal View Estate,Centrum-Oost,52.36385,4.8863,Entire home/apt,500,2,0,,1,0
"Cozy apartment @Vondelpark in hot spot, vivid area",Zuid,52.354209999999995,4.84924,Entire home/apt,75,2,4,0.14,2,0
"Double room, private bathroom, terrace and parking",IJburg - Zeeburgereiland,52.356840000000005,4.994619999999999,Private room,100,1,1,0.11,2,0
Cozy apartment in the Old West,Westerpark,52.37797,4.87375,Entire home/apt,144,4,13,0.48,1,0
Cozy appartment with two rooms close to the centre,De Pijp - Rivierenbuurt,52.356790000000004,4.90039,Private room,100,2,2,0.07,3,0
Beautiful 17th century dyke house,Noord-Oost,52.37579,4.9873400000000006,Entire home/apt,130,1,0,,1,0
Spacious private apartment in area Rivierenbuurt,De Pijp - Rivierenbuurt,52.34868,4.90836,Entire home/apt,155,5,3,0.16,1,0
Attic in beautiful city oasis,Bos en Lommer,52.38858,4.8482,Private room,125,2,1,0.04,2,0
Roomy home near Amsterdam center,De Aker - Nieuw Sloten,52.349140000000006,4.7755,Entire home/apt,78,2,15,0.52,2,0
Private room with kingsize bed in Amsterdam SE,Bijlmer-Centrum,52.32278,4.94541,Private room,65,1,92,5.03,2,67
Bright Deluxe Spacious 2 BRM Apartment & Terrace,Zuid,52.3511,4.8761,Entire home/apt,350,3,3,0.11,5,0
Modern apartment next to the Vondelpark,De Baarsjes - Oud-West,52.3576,4.85577,Entire home/apt,60,4,3,0.1,2,0
Stylish Apartment in Amsterdam,Buitenveldert - Zuidas,52.34255,4.866280000000001,Entire home/apt,75,4,11,0.39,1,0
''Romantisch en sfeervol ingericht Boudoir'',Centrum-West,52.37632,4.87962,Private room,100,1,181,6.26,1,244
Specious and beatiful apartment very central!,Centrum-West,52.3756,4.89304,Entire home/apt,250,2,5,0.17,2,0
***Spacious and bright apartment in lively area***,Bos en Lommer,52.37638,4.86076,Entire home/apt,140,2,23,0.8,1,0
Nice room for single person,Westerpark,52.377559999999995,4.8712,Private room,130,1,0,,1,0
City Centre one-bed apartment; perfect location!,Centrum-Oost,52.36032,4.89461,Entire home/apt,80,1,0,,1,0
Amazing apartment with garden nearby Centre | 4P,Bos en Lommer,52.37576,4.85907,Entire home/apt,130,2,19,0.66,1,0
Amsterdam apartment west,De Aker - Nieuw Sloten,52.349759999999996,4.81276,Entire home/apt,130,1,1,0.03,1,0
Wonderful place next to the Vondelpark,De Baarsjes - Oud-West,52.3611,4.85992,Entire home/apt,135,2,0,,1,0
Light & cozy in Hip West close to Jordaan +Cats!,De Baarsjes - Oud-West,52.3697,4.85781,Entire home/apt,140,3,19,0.81,1,0
LUXURY FAMILY HOUSE Amsterdam East,Watergraafsmeer,52.35423,4.9325,Entire home/apt,139,6,0,,1,0
B&B Westerpark,Westerpark,52.38493,4.8768,Entire home/apt,150,3,26,0.89,1,231
Lovely apartment in Amsterdam West,De Baarsjes - Oud-West,52.36251,4.85599,Entire home/apt,95,2,6,0.21,1,0
Cozy room + private bathroom nearby metro station,Bijlmer-Centrum,52.3094,4.959,Private room,60,5,64,2.27,1,0
Apartment in Jordaan - Centre of Amsterdam,Centrum-West,52.37797,4.88449,Entire home/apt,125,4,11,0.39,1,0
Gorgeous home in central Amsterdam,De Baarsjes - Oud-West,52.36158,4.85292,Entire home/apt,250,4,9,0.32,1,0
"Amsterdam, Watergraafsmeer Family house",Watergraafsmeer,52.35007,4.95261,Entire home/apt,250,5,0,,1,0
Private suite next Westerpark,Westerpark,52.38779,4.87967,Private room,80,2,58,2.0,3,316
Cosy studio in the vibrant Amsterdam Old-West,De Baarsjes - Oud-West,52.3615,4.86483,Entire home/apt,120,2,15,0.53,1,0
"Beautiful apartment in Oud-West, near Vondelpark",De Baarsjes - Oud-West,52.36499,4.87531,Entire home/apt,210,2,9,0.38,1,0
Luxurious Villa 10 mins from Central Amsterdam!,Watergraafsmeer,52.34102,4.92395,Entire home/apt,290,1,7,0.26,2,0
Unique & super comfortable apartment in Amsterdam,Oostelijk Havengebied - Indische Buurt,52.35917,4.93547,Entire home/apt,175,2,14,0.5,1,0
Fijn appartement in Amsterdam Zuid,De Pijp - Rivierenbuurt,52.3476,4.910419999999999,Entire home/apt,120,3,3,0.11,1,0
NEW! 4p apartment near all famous hotspots!,De Baarsjes - Oud-West,52.365840000000006,4.8764400000000006,Entire home/apt,145,2,196,6.78,2,166
Spacious apartment with roof terrace!,Zuid,52.34778,4.84856,Entire home/apt,125,5,19,0.66,1,0
Studio in Amsterdam,Centrum-Oost,52.363409999999995,4.90503,Private room,54,3,8,0.28,3,0
Comfortable cozy and stylish apartment with a view,Centrum-West,52.38065,4.88406,Entire home/apt,180,2,4,0.14,1,0
Modern appartment with canal view in city center,Centrum-West,52.371629999999996,4.876469999999999,Entire home/apt,145,2,1,0.03,1,0
Comfortable 2 floors apartment at perfect location,Westerpark,52.37919,4.87495,Entire home/apt,179,3,12,0.42,1,8
Wonderful light ground floor apt in Amsterdam Zuid,De Pijp - Rivierenbuurt,52.34209,4.90203,Entire home/apt,99,2,14,0.51,1,0
Bright and beautiful duplex in central Amsterdam,Westerpark,52.388490000000004,4.88605,Entire home/apt,200,4,7,0.24,1,2
"Comfortable, modern chique Oud-Zuid apartment",Zuid,52.344609999999996,4.8646199999999995,Entire home/apt,129,2,3,0.22,1,0
Perfect room for 2 in a super convenient location!,Bijlmer-Centrum,52.32065,4.944030000000001,Private room,79,1,10,1.52,1,42
Unique and light apt. near Jordaan and Westerpark,Westerpark,52.38449,4.8737900000000005,Entire home/apt,100,2,20,0.71,1,0
Cozy apartment in Amsterdam East,Oostelijk Havengebied - Indische Buurt,52.3634,4.93124,Entire home/apt,170,2,24,0.84,1,34
Bright apartment with roof terrace,IJburg - Zeeburgereiland,52.34967,5.00659,Entire home/apt,100,4,5,0.19,1,0
Dike house with garden: near centre /free parking,Oud-Noord,52.392759999999996,4.93025,Entire home/apt,125,2,14,0.59,1,0
"Spacious, Light, 3 bed-room apartment near centre",De Baarsjes - Oud-West,52.36436,4.86036,Entire home/apt,350,3,26,0.93,1,1
"Cozy, colourful and unique - welcome to Amsterdam",Oostelijk Havengebied - Indische Buurt,52.36238,4.94245,Private room,76,2,13,0.45,2,0
STAY WITH THE BOYS,Gaasperdam - Driemond,52.30769,4.98418,Private room,55,2,35,1.21,1,0
Private Room in vibrant west side of town,De Baarsjes - Oud-West,52.37068,4.86281,Private room,80,3,9,0.32,1,0
Light and spacious designer apartment,Bos en Lommer,52.380790000000005,4.85588,Entire home/apt,120,3,7,0.28,1,0
bright apartment in de pijp,De Pijp - Rivierenbuurt,52.35521,4.89799,Entire home/apt,100,3,3,0.14,1,0
Stylish large apartment on groundfloor near center,Zuid,52.346920000000004,4.84821,Entire home/apt,120,3,5,0.24,1,0
Comfy apartment with a huge living room.,Oud-Oost,52.359790000000004,4.9151,Entire home/apt,162,2,9,0.31,2,0
Westerpark/Jordaan Canal view house + patio,Westerpark,52.38684,4.8833,Entire home/apt,600,3,8,0.33,1,0
Spacious and cosy apartment furnished with style,Slotervaart,52.35999,4.84349,Entire home/apt,115,2,41,1.49,1,170
FILMMAKER's Flat I the B&B film project,Centrum-Oost,52.3646,4.908980000000001,Private room,55,2,144,5.01,1,119
Modern Studio Apartment with Free Parking,Slotervaart,52.36708,4.837940000000001,Entire home/apt,75,1,7,0.3,1,0
Da Costa Suite,De Baarsjes - Oud-West,52.36643,4.87465,Private room,100,2,8,0.29,2,328
Urban junglehouse in cosy neighborhood,Bos en Lommer,52.382509999999996,4.8515,Entire home/apt,130,2,4,0.14,1,0
Centraal gelegen kamer in Amsterdam,Bos en Lommer,52.37805,4.84964,Private room,50,1,230,8.29,2,62
Apartment in the centre of Amsterdam (94m2),Centrum-West,52.38172,4.88206,Entire home/apt,150,3,3,0.1,1,0
Kamer gelegen in Amsterdam met prive balkon,Bos en Lommer,52.37842,4.84936,Private room,60,1,243,8.86,2,75
Very light and spacious eclectic apartment,De Pijp - Rivierenbuurt,52.34411,4.90333,Entire home/apt,95,2,4,0.22,1,0
"Family house, Centre/East/De Pijp Area.",Oud-Oost,52.35644,4.908119999999999,Entire home/apt,125,7,3,0.11,1,0
"Bright, spacious 2-bedroom apartment + roofterrace",Oud-Oost,52.35797,4.919580000000001,Entire home/apt,165,2,1,0.04,2,0
Amsterdam Grand Apartments,Zuid,52.35669,4.87536,Hotel room,590,1,10,0.44,2,364
Clean and spacious apartment center Amsterdam,Centrum-West,52.37209,4.87729,Entire home/apt,225,2,14,0.5,1,358
Spacious & bright apt. eastern docklands | 2P,Oostelijk Havengebied - Indische Buurt,52.3722,4.9368300000000005,Entire home/apt,80,2,7,0.25,1,11
"Wonderful, big (100m2) apartment, Centre Amsterdam",De Pijp - Rivierenbuurt,52.3461,4.8957,Entire home/apt,300,21,24,0.85,2,256
Trendy Groundfloor Apartment + Garden + Bikes,De Pijp - Rivierenbuurt,52.34179,4.9088,Entire home/apt,85,2,5,0.18,1,0
Cosy apartment at PERFECT location!,De Baarsjes - Oud-West,52.36841,4.87354,Entire home/apt,85,2,3,0.11,1,0
Romantic B&B houseboat in the historic center,Centrum-West,52.377759999999995,4.8910800000000005,Private room,120,2,61,2.18,1,10
Romantic apt. next to De Pijp and Museum quarter,De Pijp - Rivierenbuurt,52.355940000000004,4.88765,Entire home/apt,80,3,14,0.49,1,0
THE perfect family home for your Amsterdam stay!,Zuid,52.34786,4.876119999999999,Entire home/apt,220,3,4,0.14,2,0
Lovely apartment for your Amsterdam trip,Geuzenveld - Slotermeer,52.37377,4.83364,Entire home/apt,125,1,22,0.78,1,0
Cozy & stylish apartment next to City Centre | 2P,Westerpark,52.37786,4.87354,Entire home/apt,95,3,0,,1,0
Great & cozy apartment next to park | 2BR,Watergraafsmeer,52.35135,4.92582,Entire home/apt,100,2,4,0.14,1,0
4 Bedroom/2 Bathroom - Family home in Amsterdam,Buitenveldert - Zuidas,52.32475,4.879580000000001,Entire home/apt,250,5,5,0.18,1,0
Beautiful 2 Bedroom Apartment in Amsterdam,De Pijp - Rivierenbuurt,52.3474,4.90835,Entire home/apt,150,3,17,0.87,2,0
Family home in new Amsterdam neighbourhood,IJburg - Zeeburgereiland,52.34771,5.00828,Entire home/apt,300,3,0,,1,0
Very nice and good situated appartment,De Pijp - Rivierenbuurt,52.34414,4.90451,Entire home/apt,130,4,1,0.03,1,0
Private appartement for two next to Rembrandtpark!,De Baarsjes - Oud-West,52.365829999999995,4.85323,Entire home/apt,149,2,5,0.18,1,0
Stunning and luxurious 1 bedroom apartment,Zuid,52.34803,4.86032,Entire home/apt,150,2,19,0.67,1,0
"Amsterdam, house with patio and rooftop terrace",De Aker - Nieuw Sloten,52.34169,4.80547,Entire home/apt,150,2,1,0.04,1,7
Clean and comfy apartment in the city centre,Westerpark,52.374390000000005,4.87001,Entire home/apt,100,3,9,0.32,1,0
"Central, quiet en charming B&B India Jordaan",Centrum-West,52.380759999999995,4.87984,Private room,155,2,6,0.34,2,4
"Charming, artsy flat",Oud-Oost,52.35626,4.92633,Entire home/apt,100,3,1,0.04,1,0
Central Amsterdam home (sweet home),Centrum-Oost,52.37003,4.9088199999999995,Entire home/apt,120,3,12,0.43,2,0
Appartement center.  best location   -> near dam,Centrum-West,52.37685,4.89377,Entire home/apt,100,3,24,1.01,5,39
Stylish & comfortable apartment in the city center,Westerpark,52.37631,4.87443,Entire home/apt,175,2,12,0.43,1,0
Beautiful upstairs apartment in the Pijp,De Pijp - Rivierenbuurt,52.35282,4.904059999999999,Entire home/apt,400,2,26,0.91,1,0
Spacious and comfortable apt. in West,Osdorp,52.35203,4.80314,Entire home/apt,80,3,12,0.43,1,0
Beautiful big cozy Appartment in Amsterdam,Watergraafsmeer,52.35069,4.91938,Entire home/apt,120,1,2,0.08,1,0
Beautiful Cozy Apartment,Buitenveldert - Zuidas,52.328559999999996,4.87479,Entire home/apt,140,4,7,0.24,1,0
Family art apartment: ground floor + citycentre,Centrum-Oost,52.37107,4.91144,Entire home/apt,200,5,17,0.6,1,7
"Complete apartment in Amsterdam, close to centre",Watergraafsmeer,52.354040000000005,4.931,Entire home/apt,75,6,7,0.25,1,0
Lovely & Stylish Home in De Jordaan,Centrum-West,52.37494,4.87996,Entire home/apt,120,2,16,0.61,1,0
Nice and clean apartment located in De Pijp,De Pijp - Rivierenbuurt,52.35191,4.90333,Entire home/apt,120,1,4,0.14,1,0
"Luxurious studio- private kitchen, shower & sauna.",Oud-Noord,52.38685,4.92204,Private room,105,21,83,2.92,1,1
Charming House 2P 15 minutes from city centre!,Oud-Noord,52.39223,4.94149,Entire home/apt,89,2,8,0.29,1,0
Big Studio in the heart of Amsterdam,Centrum-West,52.37453,4.87819,Entire home/apt,80,4,1,0.03,1,0
Amazing panoramic-view apartment,Noord-Oost,52.40381,4.94033,Private room,65,1,67,2.39,1,12
Stylish spacious apartment in Amsterdam,Bos en Lommer,52.37657,4.851780000000001,Entire home/apt,195,4,0,,1,0
Lovely ground floor studio with private entrance,De Baarsjes - Oud-West,52.36237,4.86597,Private room,110,2,213,7.58,2,257
Spacious Apartment at Vondelpark,De Baarsjes - Oud-West,52.35812,4.85923,Entire home/apt,180,2,8,0.29,1,0
East Island,IJburg - Zeeburgereiland,52.349579999999996,5.00839,Private room,50,2,0,,1,0
Cosy in Amsterdam,De Baarsjes - Oud-West,52.36608,4.8548,Entire home/apt,120,5,1,0.04,2,0
"Beautiful, bright apartment near city center",Westerpark,52.38453,4.8711400000000005,Entire home/apt,250,3,16,0.64,1,0
Colorful & cozy appartment - Amsterdam East,Oostelijk Havengebied - Indische Buurt,52.3625,4.9436599999999995,Entire home/apt,210,3,3,0.11,2,0
